,Unnamed: 0,country,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,oecd,incomegroup,mean,median,reference_period,exchangerate,mean_usd,median_usd
120,121,United States,2017,48.2,3.1,8.2,14.3,23.0,51.5,,,,,,,,,,,,22.3,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Northern America,OECD,4,,34489.0,Year,1.0,,
