,Unnamed: 0,country,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,oecd,incomegroup,mean,median,reference_period,exchangerate,mean_usd,median_usd
91,92,Poland,2016,31.3,7.81,13.01,17.16,22.77,39.25,2.91,4.9,5.94,7.07,8.04,9.12,10.58,12.19,14.83,24.42,1.01,15.1,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,OECD,4,17935.0,15406.0,Year,3.94278333333333,,
